datID sessionID block trial stimGlobA stimGLobB weightA correctResp resp rt
579 434 1 18 23 41 0 1 1 1.29
580 434 1 19 23 41 0 4 2 1.485
581 434 1 20 23 41 1 6 6 3.604
582 434 1 21 23 41 1 8 8 1.595
583 434 1 22 23 41 1 8 7 0.849
584 434 1 23 23 41 0 4 5 1.321
585 434 1 24 23 41 1 7 7 1.885
586 434 1 25 23 41 1 7 7 0.622
587 434 1 26 23 41 0 3 4 2.716
588 434 1 27 23 41 0 2 2 1.109
589 434 1 28 23 41 1 6 6 2.688
590 434 1 29 23 41 1 5 5 2.75
591 434 1 30 23 41 0 1 1 1.478
592 434 1 31 23 41 0 2 2 1.032
593 434 1 32 23 41 1 6 4 3.303
594 434 1 33 23 41 0 4 4 1.939
595 434 1 34 23 41 0 4 4 0.807
596 434 1 35 23 41 0 1 1 1.356
597 434 1 36 23 41 1 7 7 1.214
598 434 1 37 23 41 0 4 3 1.332
599 434 1 38 23 41 0 4 4 0.782
600 434 1 39 23 41 1 8 7 1.482
601 434 1 40 23 41 0 2 2 1.728
602 434 1 41 23 41 1 7 7 1.794
603 434 1 42 23 41 1 8 8 1.027
604 434 1 43 23 41 1 5 6 1.597
605 434 1 44 23 41 0 4 6 0.784
606 434 1 45 23 41 1 6 3 1.099
607 434 1 46 23 41 0 3 3 2.007
608 434 1 47 23 41 1 8 8 1.903
609 434 1 48 23 41 1 7 7 1.177
610 434 1 49 23 41 0 1 1 2.001
611 434 1 50 23 41 1 5 5 2.52
612 434 1 51 23 41 0 3 3 1.636
613 434 1 52 23 41 1 5 5 1.458
614 434 1 53 23 41 0 4 4 0.786
615 434 1 54 23 41 1 5 3 1.123
616 434 1 55 23 41 0 3 3 1.28
617 434 1 56 23 41 0 3 3 0.675
618 434 1 57 23 41 1 7 7 1.231
619 434 1 58 23 41 1 6 6 2.012
620 434 1 59 23 41 1 8 8 1.115
621 434 1 60 23 41 0 4 4 2.011
622 434 1 61 23 41 0 1 3 1.293
623 434 1 62 23 41 1 6 6 2.401
624 434 1 63 23 41 1 6 6 1.192
625 434 1 64 23 41 0 4 4 1.184
