datID sessionID block trial flanker target resp rt
105 414 2 24 1 5 1 0.614
106 415 0 0 1 1 0 0.491
107 415 0 1 0 1 1 0.751
108 415 0 2 1 1 0 1.741
109 415 0 3 0 0 0 0.751
110 415 0 4 1 5 1 0.441
111 415 0 5 1 0 0 0.4
112 415 0 6 1 4 1 0.759
113 415 0 7 1 2 0 0.769
114 415 0 8 0 5 1 0.924
115 415 0 9 0 4 1 0.51
116 415 0 10 1 3 1 1.121
117 415 0 11 1 0 0 0.604
118 415 0 12 1 3 1 2.633
119 415 0 13 0 3 1 0.616
120 415 0 14 0 0 0 0.517
121 415 0 15 1 2 0 0.599
122 415 0 16 1 3 1 0.664
123 415 0 17 1 2 0 0.428
124 415 0 18 1 0 0 0.51
125 415 0 19 1 3 1 1.04
126 415 0 20 1 0 0 0.559
127 415 0 21 0 2 0 1.152
128 415 0 22 1 5 1 0.552
129 415 0 23 1 5 1 0.49
130 415 0 24 0 5 1 0.473
131 415 0 25 1 5 1 0.509
132 415 0 26 0 0 0 0.681
133 415 0 27 1 2 0 0.925
134 415 0 28 1 2 0 1.04
135 415 0 29 1 5 1 0.925
136 415 0 30 1 3 1 0.945
137 415 0 31 1 1 0 0.482
138 415 0 32 0 2 1 0.983
139 415 0 33 0 3 1 0.78
140 415 0 34 1 5 1 0.901
141 415 0 35 0 5 1 1.017
142 415 0 36 1 5 1 0.568
143 415 0 37 1 0 0 0.534
144 415 0 38 1 0 0 0.502
145 415 0 39 1 5 1 0.527
146 415 1 0 1 1 0 0.491
147 415 1 1 1 2 1 0.735
148 415 1 2 0 5 1 0.59
149 415 1 3 0 3 1 0.671
150 415 1 4 1 4 1 0.539
151 415 1 5 1 3 0 1.806
152 415 1 6 0 1 0 0.625
153 415 1 7 0 5 1 0.976
154 415 1 8 0 5 1 0.418
155 415 1 9 0 5 1 0.361
156 415 1 10 0 3 1 1.042
157 415 1 11 1 5 1 0.513
158 415 1 12 0 2 0 0.693
159 415 1 13 0 1 0 0.432
160 415 1 14 1 0 0 0.74
161 415 1 15 1 3 1 0.687
162 415 1 16 1 4 1 0.502
163 415 1 17 0 0 0 0.49
164 415 1 18 1 2 0 0.703
165 415 1 19 0 5 1 0.459
166 415 1 20 0 0 0 0.418
167 415 1 21 1 4 1 0.552
168 415 1 22 0 4 1 0.44
169 415 1 23 1 1 0 0.475
170 415 1 24 0 0 0 0.784
171 415 1 25 0 4 1 0.537
172 415 1 26 1 5 1 0.508
173 415 1 27 0 5 1 0.368
174 415 1 28 0 5 1 0.29
175 415 1 29 0 4 1 0.319
176 415 1 30 1 5 1 0.41
177 415 1 31 0 5 1 0.384
178 415 1 32 1 2 0 0.521
179 415 1 33 0 5 1 0.573
180 415 1 34 1 0 0 0.51
181 415 1 35 1 1 0 0.466
182 415 1 36 1 5 1 0.487
183 415 1 37 0 4 1 0.475
184 415 1 38 1 4 1 0.48
185 415 1 39 1 0 0 0.39
186 415 2 0 1 0 0 0.376
187 415 2 1 1 2 0 0.432
188 415 2 2 0 1 0 0.535
189 415 2 3 1 3 1 0.65
190 415 2 4 0 1 0 0.519
191 415 2 5 0 1 0 0.475
192 415 2 6 0 3 1 0.512
193 415 2 7 0 0 0 0.516
194 415 2 8 0 1 0 0.436
195 415 2 9 1 1 0 0.761
196 415 2 10 1 5 1 0.483
197 415 2 11 0 2 0 0.552
198 415 2 12 1 0 0 0.41
199 415 2 13 0 5 1 0.448
200 415 2 14 0 4 1 0.422
201 415 2 15 0 0 0 0.397
202 415 2 16 0 0 0 0.357
203 415 2 17 0 0 0 0.364
204 415 2 18 0 0 0 0.355
205 415 2 19 1 4 1 0.603
206 415 2 20 0 3 1 0.443
207 415 2 21 0 3 1 0.642
208 415 2 22 0 3 1 0.448
209 415 2 23 1 3 1 0.546
210 415 2 24 0 2 0 0.931
211 415 2 25 1 0 0 0.486
212 415 2 26 0 2 1 0.826
213 415 2 27 0 0 0 0.565
214 415 2 28 0 1 0 0.581
215 415 2 29 0 0 0 0.373
216 415 2 30 1 5 1 0.431
217 415 2 31 0 0 0 0.404
218 415 2 32 1 0 0 0.396
219 415 2 33 0 5 1 0.451
220 415 2 34 0 0 0 0.406
221 415 2 35 0 2 0 1.23
222 415 2 36 1 5 1 0.419
223 415 2 37 0 1 0 0.682
224 415 2 38 1 5 1 0.439
225 415 2 39 1 4 1 0.413
226 415 3 0 1 1 0 0.512
227 415 3 1 1 0 0 0.434
228 415 3 2 0 3 1 0.456
229 415 3 3 1 4 1 0.43
230 415 3 4 1 3 1 0.467
231 415 3 5 0 1 0 0.457
232 415 3 6 0 4 1 0.398
233 415 3 7 0 0 0 0.454
234 415 3 8 1 0 0 0.38
235 415 3 9 1 5 1 0.389
236 415 3 10 0 2 0 0.446
237 415 3 11 1 1 0 0.389
238 415 3 12 0 0 0 0.429
239 415 3 13 0 5 1 0.322
240 415 3 14 0 5 1 0.333
241 415 3 15 0 2 0 0.391
242 415 3 16 1 0 0 0.574
243 415 3 17 0 5 1 0.367
244 415 3 18 1 4 1 0.884
245 415 3 19 0 3 1 0.549
246 415 3 20 0 2 0 0.552
247 415 3 21 0 0 0 0.743
248 415 3 22 1 2 0 0.608
249 415 3 23 0 4 1 0.576
250 415 3 24 1 0 0 0.385
251 415 3 25 1 5 1 0.521
252 415 3 26 1 0 0 0.411
253 415 3 27 1 1 0 0.465
254 415 3 28 1 5 1 0.469
255 415 3 29 1 5 1 0.473
256 415 3 30 1 0 0 0.431
257 415 3 31 1 0 0 0.419
258 415 3 32 0 4 1 0.522
259 415 3 33 0 0 0 0.413
260 415 3 34 0 5 1 0.483
261 415 3 35 1 4 1 0.632
262 415 3 36 0 5 1 0.467
263 415 3 37 0 5 1 0.405
264 415 3 38 0 4 1 0.362
265 415 3 39 0 0 0 0.469
266 416 0 0 0 4 1 1.761
267 416 0 1 1 0 0 0.627
268 416 0 2 0 0 0 0.722
269 416 0 3 1 0 0 0.558
270 416 0 4 0 0 0 0.463
271 416 0 5 0 1 0 0.866
272 416 0 6 0 0 0 0.471
273 416 0 7 1 4 1 0.905
274 416 0 8 0 5 1 0.716
275 416 0 9 0 0 0 0.469
276 416 0 10 0 0 0 0.472
277 416 0 11 0 1 0 0.894
278 416 0 12 1 0 0 0.514
279 416 0 13 1 1 0 1.174
280 416 0 14 1 5 1 0.671
281 416 0 15 1 3 1 0.861
282 416 0 16 1 0 0 0.531
283 416 0 17 0 3 1 1.11
284 416 0 18 0 3 1 0.562
285 416 0 19 0 5 1 0.612
286 416 0 20 1 2 0 1.345
287 416 0 21 0 3 1 0.786
288 416 0 22 0 0 0 0.633
289 416 0 23 1 3 1 0.887
290 416 0 24 0 0 0 0.572
291 416 0 25 0 5 1 1.021
292 416 0 26 0 3 1 1.547
293 416 0 27 1 0 0 0.626
294 416 0 28 1 0 0 0.543
295 416 0 29 1 2 0 0.945
296 416 0 30 1 1 0 0.628
297 416 0 31 0 2 0 0.899
298 416 0 32 1 0 0 0.694
299 416 0 33 1 5 1 0.883
300 416 0 34 1 0 0 0.503
301 416 0 35 1 2 0 0.876
302 416 0 36 0 4 1 0.653
303 416 0 37 1 5 1 0.691
304 416 0 38 0 1 0 0.717
305 416 0 39 1 0 0 0.63
306 416 1 0 0 0 0 0.408
307 416 1 1 0 5 1 0.431
308 416 1 2 0 4 1 0.791
309 416 1 3 0 5 1 0.927
310 416 1 4 0 1 0 0.577
311 416 1 5 1 5 1 0.562
312 416 1 6 1 4 1 0.5
313 416 1 7 0 5 1 0.488
314 416 1 8 0 4 1 0.445
315 416 1 9 1 2 0 0.627
316 416 1 10 1 1 0 0.496
317 416 1 11 0 5 1 0.725
318 416 1 12 0 2 0 0.702
319 416 1 13 1 2 0 0.826
320 416 1 14 1 4 1 0.577
321 416 1 15 0 1 0 0.624
322 416 1 16 0 2 0 0.974
323 416 1 17 1 3 1 0.703
324 416 1 18 0 3 1 1.019
325 416 1 19 0 3 1 0.634
326 416 1 20 0 0 0 0.761
327 416 1 21 0 5 1 0.531
328 416 1 22 0 5 1 0.47
329 416 1 23 0 4 1 0.651
330 416 1 24 1 2 0 0.681
331 416 1 25 1 4 1 0.694
332 416 1 26 1 4 1 0.675
333 416 1 27 0 4 1 0.864
334 416 1 28 1 5 1 0.759
335 416 1 29 1 5 1 0.447
336 416 1 30 1 5 1 0.401
337 416 1 31 1 1 0 0.646
338 416 1 32 1 2 0 0.61
339 416 1 33 0 0 0 0.499
340 416 1 34 1 5 1 0.501
341 416 1 35 1 5 1 0.407
342 416 1 36 1 0 0 0.533
343 416 1 37 1 3 1 0.6
344 416 1 38 0 0 0 0.47
345 416 1 39 1 5 1 0.539
346 416 2 0 0 3 1 0.655
347 416 2 1 0 4 1 0.508
348 416 2 2 1 3 1 0.528
349 416 2 3 1 1 0 0.417
350 416 2 4 0 0 0 0.454
351 416 2 5 0 5 1 0.49
352 416 2 6 0 5 1 0.397
353 416 2 7 1 3 1 0.516
354 416 2 8 1 4 1 0.583
355 416 2 9 1 3 1 0.469
356 416 2 10 0 3 1 0.49
357 416 2 11 1 1 0 0.559
358 416 2 12 0 5 1 0.641
359 416 2 13 0 2 0 0.655
360 416 2 14 0 0 0 0.462
361 416 2 15 0 5 1 0.449
362 416 2 16 0 5 1 0.389
363 416 2 17 1 3 1 0.718
364 416 2 18 0 5 1 0.681
365 416 2 19 0 0 0 0.502
366 416 2 20 1 0 0 0.49
367 416 2 21 0 2 0 0.831
368 416 2 22 1 5 1 0.58
369 416 2 23 0 3 1 0.604
370 416 2 24 0 0 0 0.556
371 416 2 25 1 4 1 0.558
372 416 2 26 0 4 1 0.64
373 416 2 27 1 4 1 0.479
374 416 2 28 1 5 1 0.705
375 416 2 29 0 0 0 0.557
376 416 2 30 0 0 0 0.413
377 416 2 31 0 1 0 0.629
378 416 2 32 0 0 0 0.434
379 416 2 33 0 1 0 0.601
380 416 2 34 1 2 0 0.793
381 416 2 35 1 0 0 0.609
382 416 2 36 0 4 1 0.671
383 416 2 37 1 0 0 0.62
384 416 2 38 1 3 1 0.988
385 416 2 39 1 3 1 0.524
386 416 3 0 0 2 0 0.485
387 416 3 1 1 2 0 0.505
388 416 3 2 1 0 0 0.445
389 416 3 3 0 0 0 0.435
390 416 3 4 0 2 0 0.554
391 416 3 5 1 0 0 0.428
392 416 3 6 1 5 1 0.467
393 416 3 7 1 4 1 0.488
394 416 3 8 1 0 0 0.458
395 416 3 9 1 5 1 0.544
396 416 3 10 1 5 1 0.451
397 416 3 11 1 1 0 0.537
398 416 3 12 0 2 0 0.795
399 416 3 13 1 0 0 0.481
400 416 3 14 0 5 1 0.483
401 416 3 15 0 0 0 0.479
402 416 3 16 0 1 0 0.565
403 416 3 17 1 2 0 0.487
404 416 3 18 1 5 1 0.572
405 416 3 19 0 4 1 0.603
406 416 3 20 0 1 0 0.491
407 416 3 21 0 5 1 0.637
408 416 3 22 1 4 1 0.552
409 416 3 23 1 5 1 0.458
410 416 3 24 1 0 0 0.462
411 416 3 25 1 0 0 0.386
412 416 3 26 0 2 1 0.811
413 416 3 27 1 1 0 0.614
414 416 3 28 0 2 0 0.725
415 416 3 29 0 5 1 0.48
416 416 3 30 1 0 0 0.468
417 416 3 31 0 3 1 1.161
418 416 3 32 0 5 1 0.563
419 416 3 33 1 1 0 0.529
420 416 3 34 1 1 0 0.418
421 416 3 35 1 5 1 0.458
422 416 3 36 0 1 0 0.816
423 416 3 37 1 5 1 0.423
424 416 3 38 0 5 1 0.463
425 416 3 39 1 5 1 0.402
