datID sessionID task diff block trial bigL smallL resp rt
1258 77 0 2 1 93 1 1 1 0.408
1259 77 0 2 1 94 0 0 0 0.568
1260 77 0 2 1 95 0 0 0 0.345
1261 77 0 2 1 96 0 1 1 0.421
1262 77 0 2 1 97 1 0 0 0.288
1263 77 0 2 1 98 0 0 0 0.465
1264 77 0 2 1 99 0 0 0 0.33
1265 77 1 2 0 0 1 1 1 0.642
1266 77 1 2 0 1 1 1 1 0.311
1267 77 1 2 0 2 1 1 1 0.33
1268 77 1 2 0 3 0 0 0 0.488
1269 77 1 2 0 4 1 1 1 0.47
1270 77 1 2 0 5 0 0 0 0.362
1271 77 1 2 0 6 1 1 1 0.324
1272 77 1 2 0 7 0 0 0 0.423
1273 77 1 2 0 8 0 0 0 0.796
1274 77 1 2 0 9 0 1 1 0.328
1275 77 1 2 0 10 1 1 1 0.423
1276 77 1 2 0 11 1 0 0 0.355
1277 77 1 2 0 12 0 1 1 0.317
1278 77 1 2 0 13 0 0 0 0.392
1279 77 1 2 0 14 0 1 1 0.456
1280 77 1 2 0 15 0 1 1 0.455
1281 77 1 2 0 16 0 1 1 0.405
1282 77 1 2 0 17 1 0 0 0.3
1283 77 1 2 0 18 0 0 1 0.408
1284 77 1 2 0 19 0 0 0 0.291
1285 77 1 2 0 20 0 1 1 0.358
1286 77 1 2 0 21 1 0 0 0.358
1287 77 1 2 0 22 1 0 1 0.323
1288 77 1 2 0 23 0 1 1 0.336
1289 77 1 2 0 24 1 1 1 0.315
1290 77 1 2 0 25 0 1 1 0.297
1291 77 1 2 0 26 1 1 1 0.345
1292 77 1 2 0 27 0 0 0 0.294
1293 77 1 2 0 28 0 0 0 0.295
1294 77 1 2 0 29 0 0 0 0.279
1295 77 1 2 0 30 0 0 0 0.426
1296 77 1 2 0 31 1 0 0 0.36
1297 77 1 2 0 32 1 1 1 0.344
1298 77 1 2 0 33 1 0 0 0.295
1299 77 1 2 0 34 0 0 0 0.313
1300 77 1 2 0 35 1 1 1 0.312
1301 77 1 2 0 36 1 0 0 0.328
1302 77 1 2 0 37 1 1 1 0.343
1303 77 1 2 0 38 0 1 1 0.423
1304 77 1 2 0 39 0 0 0 0.359
1305 77 1 2 0 40 1 0 0 0.376
1306 77 1 2 0 41 0 0 0 0.342
1307 77 1 2 0 42 1 1 1 0.413
1308 77 1 2 0 43 1 0 0 0.294
1309 77 1 2 0 44 1 0 0 0.277
1310 77 1 2 0 45 1 0 0 0.375
1311 77 1 2 0 46 1 0 0 0.36
1312 77 1 2 0 47 0 1 1 0.311
1313 77 1 2 0 48 0 1 1 0.327
1314 77 1 2 0 49 1 1 1 0.36
1315 77 1 2 1 50 0 0 0 0.356
1316 77 1 2 1 51 1 1 1 0.284
1317 77 1 2 1 52 1 0 0 0.297
1318 77 1 2 1 53 0 0 0 0.281
1319 77 1 2 1 54 1 1 1 0.36
1320 77 1 2 1 55 1 1 1 0.41
1321 77 1 2 1 56 0 1 1 0.327
1322 77 1 2 1 57 0 0 0 0.424
1323 77 1 2 1 58 1 0 0 0.389
1324 77 1 2 1 59 1 0 1 0.283
1325 77 1 2 1 60 0 1 1 0.309
1326 77 1 2 1 61 1 1 1 0.374
1327 77 1 2 1 62 1 1 1 0.301
1328 77 1 2 1 63 0 0 0 0.33
1329 77 1 2 1 64 0 0 0 0.328
1330 77 1 2 1 65 0 1 1 0.41
1331 77 1 2 1 66 1 0 0 0.311
1332 77 1 2 1 67 1 0 0 0.393
1333 77 1 2 1 68 1 0 0 0.391
1334 77 1 2 1 69 0 0 0 0.375
1335 77 1 2 1 70 1 0 0 0.375
1336 77 1 2 1 71 1 0 0 0.425
1337 77 1 2 1 72 0 0 0 0.423
1338 77 1 2 1 73 0 0 1 0.238
1339 77 1 2 1 74 0 1 1 0.292
1340 77 1 2 1 75 1 0 0 0.36
1341 77 1 2 1 76 1 1 1 0.328
1342 77 1 2 1 77 0 0 0 0.361
1343 77 1 2 1 78 1 1 1 0.311
1344 77 1 2 1 79 1 1 1 0.407
1345 77 1 2 1 80 1 1 1 0.439
1346 77 1 2 1 81 0 1 1 0.188
1347 77 1 2 1 82 0 1 1 0.234
1348 77 1 2 1 83 1 0 1 0.217
1349 77 1 2 1 84 0 1 1 0.431
1350 77 1 2 1 85 0 1 1 0.301
1351 77 1 2 1 86 1 1 1 0.332
1352 77 1 2 1 87 1 0 0 0.313
1353 77 1 2 1 88 0 1 1 0.329
1354 77 1 2 1 89 1 0 0 0.36
1355 77 1 2 1 90 0 1 1 0.424
1356 77 1 2 1 91 0 0 0 0.327
1357 77 1 2 1 92 0 1 1 0.313
1358 77 1 2 1 93 1 1 0 0.312
1359 77 1 2 1 94 1 1 1 0.322
1360 77 1 2 1 95 0 1 1 0.34
1361 77 1 2 1 96 1 0 0 0.355
1362 77 1 2 1 97 0 1 1 0.315
1363 77 1 2 1 98 0 1 1 0.424
1364 77 1 2 1 99 0 0 0 0.341
1365 77 1 1 0 0 0 1 1 0.369
1366 77 1 1 0 1 1 0 1 0.217
1367 77 1 1 0 2 0 0 0 0.374
1368 77 1 1 0 3 1 1 1 0.325
1369 77 1 1 0 4 0 0 0 0.328
1370 77 1 1 0 5 1 0 0 0.312
1371 77 1 1 0 6 1 1 1 0.329
1372 77 1 1 0 7 0 1 1 0.312
1373 77 1 1 0 8 0 1 1 0.264
1374 77 1 1 0 9 0 1 1 0.263
1375 77 1 1 0 10 1 0 0 0.345
1376 77 1 1 0 11 1 0 0 0.313
1377 77 1 1 0 12 0 0 0 0.329
1378 77 1 1 0 13 0 1 1 0.313
1379 77 1 1 0 14 1 1 1 0.297
1380 77 1 1 0 15 1 0 0 0.36
1381 77 1 1 0 16 0 0 0 0.407
1382 77 1 1 0 17 1 1 0 0.269
1383 77 1 1 0 18 1 0 0 0.343
1384 77 1 1 0 19 1 1 1 0.31
1385 77 1 1 0 20 0 1 1 0.359
1386 77 1 1 0 21 1 1 1 0.359
1387 77 1 1 0 22 1 0 0 0.36
1388 77 1 1 0 23 0 0 0 0.375
1389 77 1 1 0 24 0 0 0 0.391
1390 77 1 1 0 25 0 1 1 0.376
1391 77 1 1 0 26 1 1 1 0.441
1392 77 1 1 0 27 0 0 0 0.376
1393 77 1 1 0 28 1 1 0 0.472
1394 77 1 1 0 29 0 1 1 0.32
1395 77 1 1 0 30 1 1 1 0.269
1396 77 1 1 0 31 1 0 0 0.282
1397 77 1 1 0 32 1 1 1 0.427
1398 77 1 1 0 33 1 1 1 0.392
1399 77 1 1 0 34 1 1 1 0.317
1400 77 1 1 0 35 0 0 0 0.279
1401 77 1 1 0 36 1 1 1 0.407
1402 77 1 1 0 37 1 0 0 0.597
1403 77 1 1 0 38 0 1 1 0.327
1404 77 1 1 0 39 0 1 1 0.355
1405 77 1 1 0 40 1 0 0 0.373
1406 77 1 1 0 41 0 1 1 0.348
1407 77 1 1 0 42 1 1 1 0.265
1408 77 1 1 0 43 1 1 1 0.247
1409 77 1 1 0 44 0 1 1 0.281
1410 77 1 1 0 45 0 0 0 0.362
1411 77 1 1 0 46 1 0 0 0.276
1412 77 1 1 0 47 0 0 1 0.376
1413 77 1 1 0 48 1 0 0 0.292
1414 77 1 1 0 49 0 0 0 0.376
1415 77 1 1 1 50 0 1 1 0.39
1416 77 1 1 1 51 0 0 0 0.237
1417 77 1 1 1 52 1 0 0 0.298
1418 77 1 1 1 53 1 1 1 0.295
1419 77 1 1 1 54 0 0 0 0.342
1420 77 1 1 1 55 0 0 0 0.326
1421 77 1 1 1 56 1 0 0 0.342
1422 77 1 1 1 57 1 1 1 0.407
1423 77 1 1 1 58 1 0 1 0.301
1424 77 1 1 1 59 1 0 0 0.688
1425 77 1 1 1 60 0 0 0 0.374
1426 77 1 1 1 61 0 1 1 0.237
1427 77 1 1 1 62 0 0 0 0.55
1428 77 1 1 1 63 0 0 0 0.327
1429 77 1 1 1 64 1 1 1 0.373
1430 77 1 1 1 65 1 1 1 0.406
1431 77 1 1 1 66 0 0 0 0.381
1432 77 1 1 1 67 1 0 0 0.313
1433 77 1 1 1 68 0 1 1 0.377
1434 77 1 1 1 69 1 1 1 0.408
1435 77 1 1 1 70 0 1 1 0.473
1436 77 1 1 1 71 1 1 1 0.454
1437 77 1 1 1 72 0 0 0 0.267
1438 77 1 1 1 73 1 0 0 0.407
1439 77 1 1 1 74 0 0 0 0.453
1440 77 1 1 1 75 0 1 1 0.379
1441 77 1 1 1 76 1 1 1 0.457
1442 77 1 1 1 77 1 1 1 0.534
1443 77 1 1 1 78 0 1 0 0.33
1444 77 1 1 1 79 0 1 1 0.47
1445 77 1 1 1 80 1 1 1 0.516
1446 77 1 1 1 81 1 1 1 0.312
1447 77 1 1 1 82 0 1 1 0.519
1448 77 1 1 1 83 0 1 1 0.329
1449 77 1 1 1 84 1 0 0 0.422
1450 77 1 1 1 85 1 0 0 0.346
1451 77 1 1 1 86 0 0 0 0.359
1452 77 1 1 1 87 0 1 1 0.454
1453 77 1 1 1 88 0 1 1 0.532
1454 77 1 1 1 89 0 0 0 0.344
1455 77 1 1 1 90 1 0 0 0.405
1456 77 1 1 1 91 0 0 0 0.299
1457 77 1 1 1 92 0 0 0 0.295
1458 77 1 1 1 93 0 1 1 0.393
1459 77 1 1 1 94 1 0 0 0.423
1460 77 1 1 1 95 1 0 0 0.252
1461 77 1 1 1 96 0 1 1 0.396
1462 77 1 1 1 97 1 0 1 0.728
1463 77 1 1 1 98 1 0 0 0.532
1464 77 1 1 1 99 0 0 0 0.313
